track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Mother - Fedde Le Grand Remix,Charlie Puth,0.4178566618781821,2Ryw2kkGP0VecGM9b4kjgo,Mother (Fedde Le Grand Remix),2019-11-01,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.19200972024328172,1.074390633906241,1.539653592208709,0.6617098639256159,0.8663414347615553,-0.6929393967805156,-0.6563364170744769,-0.3358456227158309,1.527541483005074,-0.7114164266652222,0.29138463982562895,-0.7535779658528606
Signs - Eden Prince Remix,Starley,0.4178566618781821,249wM0bMES3O4nFuwARq9i,Signs (Eden Prince Remix),2018-11-30,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.2513658517454708,0.7655729112989752,-1.4642175228308858,-0.2779493460307092,-1.154279317455515,-0.32773462568910033,-0.32539260502919387,-0.34169490190443547,1.3254764633113645,-0.05436192758287316,0.07421377565699896,-0.8691197909906769
Ruin My Life - Steve James Remix,Zara Larsson,0.4993871814085291,6rWRg6yLGcLdG0IRaCB9LN,Ruin My Life (Remixes),2018-11-23,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.404003343741599,0.89471486802565,1.539653592208709,0.07084287885511092,0.8663414347615553,-0.7226450480176165,-0.7515213217373011,-0.3396531163191032,-0.6993543892055982,0.5800355198069811,0.1439805390066785,-0.7729701285045627
Torn - KREAM Remix,Ava Max,0.5809177009388762,6gKLNSKPll9DAG5xiygMxD,Torn (KREAM Remix),2019-09-05,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.542103931738096,1.0463162954873988,-1.4642175228308858,0.5573790517896814,0.8663414347615553,-0.2097857163653178,-0.7906969607397322,-0.32048766532448053,0.39876447644021495,0.9606739882408935,0.18244307316576666,-0.9080738920371407
Quite Miss Home - Steve Void Remix,James Arthur,0.5809177009388762,4H87kr1cjR2CSUkTFopYEK,Quite Miss Home (Steve Void Remix),2019-11-22,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.3531241797428896,0.7711877789827437,1.2665743999323822,0.877531445893088,0.8663414347615553,-0.5968328780722485,-0.32098589647998904,-0.3418333977701967,-0.14472074894286513,-0.743136299034715,0.18041310608514805,0.04414165887007435
Love Me Less (feat. Quinn XCII) - Party Pupils Remix,MAX,0.37709140211300857,3E3l9Ae226bVoSwoPNuwWv,Love Me Less (Remixes),2019-06-21,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.5857146437369898,0.8610256619230392,-1.191138330554559,0.5679485131498577,0.8663414347615553,-0.05776267768133149,-0.4342383061945532,-0.34149698537019574,-0.753006135813928,1.7174195147702196,0.288998538169463,-0.6187382979205975
Happier - Matt Medved Remix,Marshmello,0.5401524411737026,44iw4l4Syoi5HZgCQzNSKJ,Happier (Remixes Pt. 2),2018-11-30,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,1.0799693797244516,0.8722553972905761,-0.09882156144925182,0.24643231758062148,0.8663414347615553,-0.6160541818139018,-0.24166514259430208,-0.34179184901046833,-0.8449805585710646,1.259747070581825,0.07560270050163276,-0.9037540425748452
Side Effects - Fedde Le Grand Remix,The Chainsmokers,0.7032134802343967,3Yb3f9PL7aBpjuJPyiV0ot,Side Effects - Remixes,2018-07-25,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.25015733624180675,0.990167618649714,-1.4642175228308858,0.9031027233773857,-1.154279317455515,-0.6850761361589301,-0.6285741532144863,-0.34170404354573986,1.7435420212983492,0.6525380852229645,0.2178428499751497,-0.8623287612682909
Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],ILLENIUM,0.8662745192950908,1r4KIEhxQJ7o3b5Fbv2sRe,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],2019-07-12,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.7589489762289008,0.7431134405639019,-0.9180591382782322,1.2866718856418509,0.8663414347615553,-0.6064435299430753,-0.7739074011672616,-0.3418333977701967,-0.6909930780458586,-0.09061321029086486,0.3584803938587045,0.5529406968483898
Paradise - Bazzi vs. Black Caviar Remix,Bazzi vs.,0.37709140211300857,0TLVzJLOGaY5j7UdKskpMx,Paradise (Bazzi vs. Black Caviar Remix),2019-06-27,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.44034560374067716,0.7711877789827437,1.539653592208709,1.3013327513995148,-1.154279317455515,-0.6606126586695531,-0.7870834597293841,-0.34038444762345327,-0.5767218255294161,0.7522291126699416,0.14636664066284444,-0.0010941446695964263
White Mercedes - EDX's Miami Sunset Remix,Charli XCX,0.4178566618781821,37vNU8L52IJZuO7e9hqBd9,White Mercedes (EDX's Miami Sunset Remix),2019-10-25,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,1.2980229397189205,0.5353633362644685,-0.09882156144925182,1.0882387723637008,0.8663414347615553,-0.649254615549485,-0.7347758292503228,-0.3417314684696529,0.14095738234824098,0.3217451305125402,0.14597489262974225,-0.3325529870363835
Higher Love,Kygo,1.6815797145985611,4wquJImu8RtyEuDtIAsfcE,Higher Love,2019-06-28,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.18594978374713017,0.0019509063064643143,0.7204160153797285,-0.1582757674041961,0.8663414347615553,-0.7794352636179561,-0.7290471081363565,-0.341805744305251,-0.5767218255294161,-0.5029715510942699,-0.5682886120875474,0.19229929064679424
Unlove You,Armin van Buuren,0.6624482204692231,6k63cIUizpLu0h5hhIg8LG,Unlove You,2019-10-18,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.07692300374989654,1.405667827248581,-0.6449799460019054,1.0347095648299045,-1.154279317455515,-0.5409163580965294,-0.6633871507532045,-0.3416811894424789,-0.28407593493852684,0.6706637265769604,-0.10745047132958332,-1.2811089274820906
bad guy (with Justin Bieber),Billie Eilish,1.518518675537867,6lMlX68jJrx67hiCqdiDvW,bad guy (with Justin Bieber),2019-07-11,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.018775387751371504,-1.2613943225414408,-1.4642175228308858,-1.5582179720778795,0.8663414347615553,1.5148894466357679,0.31358013460550677,1.1665374174517211,-0.4652376767328868,0.7476977023314427,0.5393967582366384,-0.4382666830481912
Freaking Me Out - Keanu Silva Remix,Ava Max,0.37709140211300857,6sOIjQyLBuivHFkEBttj5J,Freaking Me Out (Keanu Silva Remix),2019-11-01,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.6365938077356992,1.4225124302998864,-1.191138330554559,0.8833276021228622,-1.154279317455515,-0.5330530974749439,-0.21522489129907307,-0.21796415809591196,-0.6854188706060321,-1.0286151503601493,0.07592322161962517,-0.7660093230391171
Heaven Can Wait - The Aston Shuffle Remix,Sia,0.6216829607040497,6fUjIqkNJY56xS62ild7D1,Heaven Can Wait (The Aston Shuffle Remix),2019-05-24,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.33011030823977866,1.0182419570685564,-0.09882156144925182,-0.31749958853975646,0.8663414347615553,-0.5068422287363256,-0.7942267342876452,3.0679988087617747,-0.6470961944572252,-0.3307779582313096,0.07332343921813149,0.005659157109887368
When It Comes To You - Benny Benassi & BB Team Remix,Sean Paul,0.4178566618781821,13u5uffEUZZBoaI5kn5Zqd,When It Comes To You (Remixes),2019-10-25,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.8837211757294305,1.2091474583166844,1.2665743999323822,0.7946805068439637,-1.154279317455515,0.40529600336759236,-0.5598294998468909,-0.3418333977701967,0.2594092904445534,-0.47578308906327643,0.07289607772747493,-1.3959339217047662
Gone - The Wild Remix,Charli XCX,0.45862192164335563,2QVWSdvejmRHBaK1mroxPL,Gone (The Wild Remix),2019-08-09,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.19927817224309735,0.9003297357094185,0.17425763082707496,0.8495735158435892,0.8663414347615553,-0.69905526615286,-0.5377959571008668,-0.34174243843921814,-0.9850325204967045,0.3262765408510392,0.14857467503123645,-0.45673451109879076
American Boy - Brooks Remix,Estelle,0.4178566618781821,2oUf4rrrptVC50h75WzjmI,American Boy (Brooks Remix),2019-06-14,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.42460018423738183,0.4848295271105522,-0.09882156144925182,0.7264904335525032,-1.154279317455515,-0.09271050266615596,-0.3588835900031506,-0.3418333977701967,0.09218306724975957,0.0725175618950978,0.291064118707636,-0.3291386082037394
Million Pieces - M-22 Remix,Bastille,0.29556088258266155,4lzn3ikjb2HPZM6U6Y1IRL,Million Pieces (M-22 Remix),2019-09-27,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.19927817224309735,1.7650193590097625,-0.3719007537255786,1.1513145901583017,-1.154279317455515,-0.5514007055919767,-0.4302722685002689,-0.3038955863570394,-0.5209797511311515,-0.16311577570684826,0.14394492554912364,-0.9778328584632051
joy. (R3HAB Remix),for KING & COUNTRY,0.4178566618781821,2gGMD56Y8DAvIzpoYfA014,joy. (R3HAB Remix),2019-01-25,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.600251547736621,0.7431134405639019,-1.4642175228308858,0.7118295677948392,-1.154279317455515,-0.5627587487120447,-0.3928152458320278,-0.3417607217218269,-0.5070442325315853,-0.1585843653683493,0.004589466137538442,-0.878551776716213
Crash Into Me - Settle Down Steavis Aoki Remix,Steve Aoki,-0.47897905295563525,6GXIqRarFMaBWoF4N33foM,Crash Into Me (Settle Down Steavis Aoki Remix),2019-11-12,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.9624656322237376,1.5628841223940975,-1.191138330554559,1.261100608157553,-1.154279317455515,-0.7628350467501646,-0.7942267342876452,-0.29201145266135153,0.5450874217356597,-1.7898920872279742,0.28757399986727433,0.9176567208834168
Old Town Road - Diplo Remix,Lil Nas X,1.1516313376513054,66FxETmTBazRMZNbvGtGQl,Old Town Road (Diplo Remix),2019-04-29,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.7165467797336711,0.5241336008969315,0.17425763082707496,-0.8227880316294784,0.8663414347615553,-0.5592639662135622,-0.7789751159988473,-0.3418162114845445,-0.4931087139320191,-0.9878324573136587,0.7167873903166552,-0.2649633773271923
Lovers + Strangers - GATTÜSO Remix,Starley,0.010204064226446931,3BnKoWIFRdfjSmxfQPOHuK,Lovers + Strangers (GATTÜSO Remix),2019-11-15,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.1338621042447567,0.8048769850853544,1.2665743999323822,0.5942016913670699,-1.154279317455515,-0.6501283111741057,-0.7219963744576287,-0.3402473230038876,-0.8240772806717154,-0.5482856544792596,0.21609779055496908,-0.2660763516428055
Promises (with Sam Smith) - David Guetta Remix,Calvin Harris,0.7032134802343967,7g15PlMnaKmFMUsSpR8aZt,Promises (with Sam Smith) [Remixes],2018-10-19,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.5772376762335101,0.10863339229806465,-0.6449799460019054,0.6651193675901889,-1.154279317455515,-0.7374978736361668,0.022737370357987834,-0.34083238804736765,-0.56278630692985,-1.3140940016855838,0.18689475536010555,-0.5217020287762829
Flames (with ZAYN) - R3HAB & Skytech VIP Remix,R3HAB,0.37709140211300857,04MEXjH1XyMV7O0IWDXN5p,Flames (with ZAYN) (R3HAB & Skytech VIP Remix),2019-12-12,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-2.27078699219055,0.625201219204764,-0.09882156144925182,0.7967262090427076,-1.154279317455515,0.379085134628974,-0.7316911332658793,-0.3418333977701967,-1.0331100596652076,-1.5678529806415251,-1.4054897722837005,0.3699790377444419
What Am I - SONDR Remix,Why Don't We,0.254795622817488,1UmAfO69MdjI20N6etueHb,What Am I (SONDR Remix),2019-11-01,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.9115864682250282,0.9115594710769555,-1.4642175228308858,0.48134712006970276,-1.154279317455515,-0.6964341792789982,-0.6488450125408286,-0.34144716342508685,0.649603811232406,-0.02717346555187938,-0.06727849120786898,-0.7113981256882634
Cool Kids,Olympis,0.8662745192950908,1ZmJJdNN2BAnVqoiU4xtZe,Cool Kids,2019-11-01,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.49122476773938656,-0.997495541404323,0.7204160153797285,-1.5691283838045131,0.8663414347615553,-0.6160541818139018,1.0318736281258942,-0.34169078816584847,-0.37465680583570676,-1.7944234975664732,0.22047824583419826,-1.4907253782464032
